JopTitle,CompName,CompLocation,PostDate,Description,JopURL
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Scientist,Thai Oil Group,"ศรีราชา, ชลบุรี",Posted30+ days ago,"To solving business problems with data driven, Source, access, manipulate and engineer data processes with data that build credible statistical models from the…",https://th.indeed.com/rc/clk?jk=43c1288d4f87e80a&fccid=1b6e063b8a27c6eb&vjs=3
IRPC POLYOL (Data Analyst),IRPC Public Company Limited,กรุงเทพมหานคร,Posted30+ days ago,Performing analysis to assess quality and meaning of data.,https://th.indeed.com/rc/clk?jk=1b3c78755e70707a&fccid=10bc65b1189b6269&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
EHS Data Analyst,Head Office (Bangkok),Thailand,Posted30+ days ago,Direct experience in EHS and data handling with Petrochemical Business or Manufacturing Company will be advantaged.,https://th.indeed.com/rc/clk?jk=cc7bffea4fb9087c&fccid=64968af6328522bf&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
ตำแหน่ง Data Analyst,Jaymart,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"ปริญญาตรี ในสาขาที่เกี่ยวข้อง Computer Science, สถิติ , MIS หรือสาขาอื่นๆที่เกี่ยวข้อง.",https://th.indeed.com/rc/clk?jk=1525a58f8796324d&fccid=11c1776dec8dac87&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Foreign Investment and Commodities,บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted30+ days ago,"Bachelor’s degree or higher in business, finance, economics, computer science, engineering or other related fields (Master degree is preferable).",https://th.indeed.com/rc/clk?jk=6911e84113240084&fccid=1cdedc26dba87f36&vjs=3
Foreign Investment and Commodities,บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted30+ days ago,"Bachelor’s degree or higher in business, finance, economics, computer science, engineering or other related fields (Master degree is preferable).",https://th.indeed.com/rc/clk?jk=6911e84113240084&fccid=1cdedc26dba87f36&vjs=3
Junior Data Scientist,dFusion,กรุงเทพมหานคร,Posted30+ days ago,"Knowledge of R, python and other data science software are plus.",https://th.indeed.com/rc/clk?jk=8fcae2979782b199&fccid=f9dd087416080f51&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
EHS Data Analyst,Head Office (Bangkok),Thailand,Posted30+ days ago,Direct experience in EHS and data handling with Petrochemical Business or Manufacturing Company will be advantaged.,https://th.indeed.com/rc/clk?jk=cc7bffea4fb9087c&fccid=64968af6328522bf&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Analyst นักวิเคราะห์ข้อมูล,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส...,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"สามารถใช้เครื่องมือทางสถิติ มีทักษะทางด้าน SQL / Python และ โปรแกรมคอมพิวเตอร์ด้านการทำ Data Analytic เช่น Python , R หรือ Power BI.",https://th.indeed.com/rc/clk?jk=47d2fa844d3deca6&fccid=1e7eb384b7ba8bd6&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
IRPC POLYOL (Data Analyst),IRPC Public Company Limited,กรุงเทพมหานคร,Posted30+ days ago,Performing analysis to assess quality and meaning of data.,https://th.indeed.com/rc/clk?jk=1b3c78755e70707a&fccid=10bc65b1189b6269&vjs=3
Data Engineer,Central JD FINTECH,"ปทุมวัน, กรุงเทพมหานคร",Posted30+ days ago,"Experience in data management, data warehousing or unstructured data environment.",https://th.indeed.com/rc/clk?jk=8b6246ce83fa6855&fccid=ed4fa8871b7587d4&vjs=3
Asia GEDI Officer,International Rescue Committee,กรุงเทพมหานคร,Posted1 day ago,"Collecting, organizing and maintaining up-to-date internal and external data and other information for developing reports, action plans, analysis or…",https://th.indeed.com/rc/clk?jk=147edbdd453bd5b0&fccid=78143039abd7ee91&vjs=3
RCC MIS,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted8 days ago,"Responsible on managing data to support the retail banking business, customer data, credit analysis, payment data, collection efficiency, individual performance…",https://th.indeed.com/rc/clk?jk=c0f97a3e404008c5&fccid=647f9ecdccabd188&vjs=3
RCC MIS,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted8 days ago,"Responsible on managing data to support the retail banking business, customer data, credit analysis, payment data, collection efficiency, individual performance…",https://th.indeed.com/rc/clk?jk=c0f97a3e404008c5&fccid=647f9ecdccabd188&vjs=3
Data Analyst,Shopee,กรุงเทพมหานคร,Posted30+ days ago,"Minimum 3 years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science.",https://th.indeed.com/rc/clk?jk=2e11a1fe7e6099eb&fccid=0b476c4a7add47fe&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
EHS Data Analyst,Head Office (Bangkok),Thailand,Posted30+ days ago,Direct experience in EHS and data handling with Petrochemical Business or Manufacturing Company will be advantaged.,https://th.indeed.com/rc/clk?jk=cc7bffea4fb9087c&fccid=64968af6328522bf&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Analyst นักวิเคราะห์ข้อมูล,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส...,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"สามารถใช้เครื่องมือทางสถิติ มีทักษะทางด้าน SQL / Python และ โปรแกรมคอมพิวเตอร์ด้านการทำ Data Analytic เช่น Python , R หรือ Power BI.",https://th.indeed.com/rc/clk?jk=47d2fa844d3deca6&fccid=1e7eb384b7ba8bd6&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
IRPC POLYOL (Data Analyst),IRPC Public Company Limited,กรุงเทพมหานคร,Posted30+ days ago,Performing analysis to assess quality and meaning of data.,https://th.indeed.com/rc/clk?jk=1b3c78755e70707a&fccid=10bc65b1189b6269&vjs=3
Data Engineer,Central JD FINTECH,"ปทุมวัน, กรุงเทพมหานคร",Posted30+ days ago,"Experience in data management, data warehousing or unstructured data environment.",https://th.indeed.com/rc/clk?jk=8b6246ce83fa6855&fccid=ed4fa8871b7587d4&vjs=3
Asia GEDI Officer,International Rescue Committee,กรุงเทพมหานคร,Posted1 day ago,"Collecting, organizing and maintaining up-to-date internal and external data and other information for developing reports, action plans, analysis or…",https://th.indeed.com/rc/clk?jk=147edbdd453bd5b0&fccid=78143039abd7ee91&vjs=3
RCC MIS,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted8 days ago,"Responsible on managing data to support the retail banking business, customer data, credit analysis, payment data, collection efficiency, individual performance…",https://th.indeed.com/rc/clk?jk=c0f97a3e404008c5&fccid=647f9ecdccabd188&vjs=3
RCC MIS,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted8 days ago,"Responsible on managing data to support the retail banking business, customer data, credit analysis, payment data, collection efficiency, individual performance…",https://th.indeed.com/rc/clk?jk=c0f97a3e404008c5&fccid=647f9ecdccabd188&vjs=3
Bangkok-Based Data Scientist working with our European FINTECH customer,"MAQE Bangkok Co., Ltd",กรุงเทพมหานคร,Posted30+ days ago,Someone who is passionate about data science and wants to help companies get access to financing based on their true real time behavior and financial data.,https://th.indeed.com/rc/clk?jk=a3019fdf50d9af3c&fccid=03c38e4d425f696f&vjs=3
Data Analyst,Shopee,กรุงเทพมหานคร,Posted30+ days ago,"Minimum 3 years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science.",https://th.indeed.com/rc/clk?jk=2e11a1fe7e6099eb&fccid=0b476c4a7add47fe&vjs=3
AI - Image Processing,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=c264f7114d6e1784&fccid=4948476bdcced0d9&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Data Analyst นักวิเคราะห์ข้อมูล,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส...,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"สามารถใช้เครื่องมือทางสถิติ มีทักษะทางด้าน SQL / Python และ โปรแกรมคอมพิวเตอร์ด้านการทำ Data Analytic เช่น Python , R หรือ Power BI.",https://th.indeed.com/rc/clk?jk=47d2fa844d3deca6&fccid=1e7eb384b7ba8bd6&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
HR Operations & Data Admin,Solvay,Thailand,Posted20 days ago,Check integrity/validity of data and authorization of information providers.,https://th.indeed.com/rc/clk?jk=57dfe5c5913f507c&fccid=73570cc12fe0cc87&vjs=3
Asia GEDI Officer,International Rescue Committee,กรุงเทพมหานคร,Posted1 day ago,"Collecting, organizing and maintaining up-to-date internal and external data and other information for developing reports, action plans, analysis or…",https://th.indeed.com/rc/clk?jk=147edbdd453bd5b0&fccid=78143039abd7ee91&vjs=3
Asia GEDI Officer,International Rescue Committee,กรุงเทพมหานคร,Posted1 day ago,"Collecting, organizing and maintaining up-to-date internal and external data and other information for developing reports, action plans, analysis or…",https://th.indeed.com/rc/clk?jk=147edbdd453bd5b0&fccid=78143039abd7ee91&vjs=3
AI - Image Processing,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=c264f7114d6e1784&fccid=4948476bdcced0d9&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Analyst,Shopee,กรุงเทพมหานคร,Posted30+ days ago,"Minimum 3 years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science.",https://th.indeed.com/rc/clk?jk=2e11a1fe7e6099eb&fccid=0b476c4a7add47fe&vjs=3
Data Engineer (Bangkok),Aware Corporation Limited,"พญาไท, กรุงเทพมหานคร",Posted30+ days ago,Designing and developing data pipeline and data model on data marts and big data platform (using ETL/ELT tools).,https://th.indeed.com/rc/clk?jk=1f64c579997abd2d&fccid=48620c08d6f29823&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
Data Engineer,Central JD FINTECH,"ปทุมวัน, กรุงเทพมหานคร",Posted30+ days ago,"Experience in data management, data warehousing or unstructured data environment.",https://th.indeed.com/rc/clk?jk=8b6246ce83fa6855&fccid=ed4fa8871b7587d4&vjs=3
Program Officer (Monitoring and Investigation),Raks Thai,Thailand,Posted30+ days ago,"Understanding of additional data analysis software packages (e.g. SPSS, R, and STATA) is beneficial.",https://th.indeed.com/rc/clk?jk=0eec44239b570ee6&fccid=8f2c6c9ee65ab9a0&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Data Scientist,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=8426645fb9eff1d2&fccid=4948476bdcced0d9&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Governance & Data Quality,SiPH Hospital,"บางพลัด, กรุงเทพมหานคร",Posted30+ days ago,"Streamline data access approval decision and data access management, including data privacy control, by establishing data governance and facilitating…",https://th.indeed.com/rc/clk?jk=b6ab833029b60e42&fccid=72d75a27f9912bb6&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Engineer (Bangkok),Aware Corporation Limited,"พญาไท, กรุงเทพมหานคร",Posted30+ days ago,Designing and developing data pipeline and data model on data marts and big data platform (using ETL/ELT tools).,https://th.indeed.com/rc/clk?jk=1f64c579997abd2d&fccid=48620c08d6f29823&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Program Officer (Monitoring and Investigation),Raks Thai,Thailand,Posted30+ days ago,"Understanding of additional data analysis software packages (e.g. SPSS, R, and STATA) is beneficial.",https://th.indeed.com/rc/clk?jk=0eec44239b570ee6&fccid=8f2c6c9ee65ab9a0&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
HR Operations & Data Admin,Solvay,Thailand,Posted20 days ago,Check integrity/validity of data and authorization of information providers.,https://th.indeed.com/rc/clk?jk=57dfe5c5913f507c&fccid=73570cc12fe0cc87&vjs=3
